Molecule Name,Molecule ChEMBL ID,Target ChEMBL ID,Target Name,Activity ID,Assay ChEMBL ID,Standard Type,Standard Value,Standard Units,Reference
,CHEMBL140,CHEMBL372,Homo sapiens,16473269,CHEMBL3768841,Cmax,4696.11,nM,CHEMBL3763013
,CHEMBL140,CHEMBL375,Mus musculus,18033963,CHEMBL4008103,Cmax,60.0,nM,CHEMBL4007395
,CHEMBL140,CHEMBL372,Homo sapiens,18033964,CHEMBL4008104,Cmax,156.36,nM,CHEMBL4007395
,CHEMBL140,CHEMBL375,Mus musculus,18484154,CHEMBL4185623,Cmax,27000.0,nM,CHEMBL4184147
,CHEMBL140,CHEMBL375,Mus musculus,18484166,CHEMBL4185619,Cmax,81000.0,nM,CHEMBL4184147
,CHEMBL140,CHEMBL612558,ADMET,19137475,CHEMBL4375885,Cmax,1770.0,nM,CHEMBL4373716
,CHEMBL140,CHEMBL612558,ADMET,19305287,CHEMBL4414704,Cmax,106100.0,nM,CHEMBL4414545
,CHEMBL140,CHEMBL612558,ADMET,19305288,CHEMBL4414705,Cmax,5900.0,nM,CHEMBL4414545
,CHEMBL140,CHEMBL612558,ADMET,25031315,CHEMBL5241806,Cmax,6.379,nM,CHEMBL5241076
CYCLOSPORINE,CHEMBL160,CHEMBL376,Rattus norvegicus,15603322,CHEMBL3579703,Cmax,1.44,ug.mL-1,CHEMBL3576769
CYCLOSPORINE,CHEMBL160,CHEMBL613416,Blood,16534979,CHEMBL3788823,Cmax,0.93,ug.mL-1,CHEMBL3784983
CYCLOSPORINE,CHEMBL160,CHEMBL613416,Blood,16534980,CHEMBL3788822,Cmax,1.51,ug.mL-1,CHEMBL3784983
CYCLOSPORINE,CHEMBL160,CHEMBL613424,Plasma,16534981,CHEMBL3788821,Cmax,1.26,ug.mL-1,CHEMBL3784983
CYCLOSPORINE,CHEMBL160,CHEMBL613424,Plasma,16534982,CHEMBL3788820,Cmax,2.06,ug.mL-1,CHEMBL3784983
CYCLOSPORINE,CHEMBL160,CHEMBL613416,Blood,16534985,CHEMBL3788568,Cmax,0.425,ug.mL-1,CHEMBL3784983
CYCLOSPORINE,CHEMBL160,CHEMBL613416,Blood,16534986,CHEMBL3788567,Cmax,0.955,ug.mL-1,CHEMBL3784983
CYCLOSPORINE,CHEMBL160,CHEMBL613424,Plasma,16534987,CHEMBL3788566,Cmax,0.365,ug.mL-1,CHEMBL3784983
CYCLOSPORINE,CHEMBL160,CHEMBL613424,Plasma,16534988,CHEMBL3788565,Cmax,0.744,ug.mL-1,CHEMBL3784983
CYCLOSPORINE,CHEMBL160,CHEMBL613424,Plasma,16541751,CHEMBL3791203,Cmax,0.734,ug.mL-1,CHEMBL3785010
CYCLOSPORINE,CHEMBL160,CHEMBL613416,Blood,16541752,CHEMBL3791205,Cmax,0.995,ug.mL-1,CHEMBL3785010
CYCLOSPORINE,CHEMBL160,CHEMBL613416,Blood,16541753,CHEMBL3791204,Cmax,0.963,ug.mL-1,CHEMBL3785010
CYCLOSPORINE,CHEMBL160,CHEMBL613424,Plasma,16541754,CHEMBL3791206,Cmax,0.82,ug.mL-1,CHEMBL3785010
CYCLOSPORINE,CHEMBL160,CHEMBL613416,Blood,16541767,CHEMBL3791219,Cmax,0.025,ug.mL-1,CHEMBL3785010
CYCLOSPORINE,CHEMBL160,CHEMBL613416,Blood,16541768,CHEMBL3791220,Cmax,0.044,ug.mL-1,CHEMBL3785010
CYCLOSPORINE,CHEMBL160,CHEMBL372,Homo sapiens,17805422,CHEMBL3889330,Cmax,1.333,ug.mL-1,CHEMBL3832554
CYCLOSPORINE,CHEMBL160,CHEMBL372,Homo sapiens,18052103,CHEMBL4011675,Cmax,770.0,nM,CHEMBL4011582
CYCLOSPORINE,CHEMBL160,CHEMBL612558,ADMET,24864725,CHEMBL5151431,Cmax,0.54,ug.mL-1,CHEMBL5149989
DACLATASVIR,CHEMBL2023898,CHEMBL376,Rattus norvegicus,15075540,CHEMBL3367969,Cmax,728.0,nM,CHEMBL3351364
DACLATASVIR,CHEMBL2023898,CHEMBL614875,Rhesus monkey,15075574,CHEMBL3368237,Cmax,500.0,nM,CHEMBL3351364
DACLATASVIR,CHEMBL2023898,CHEMBL376,Rattus norvegicus,15671456,CHEMBL3602792,Cmax,655.04,nM,CHEMBL3600371
DACOMITINIB ANHYDROUS,CHEMBL2110732,CHEMBL612558,ADMET,16668625,CHEMBL3854889,Cmax,1340.57,nM,CHEMBL3853319
DACOMITINIB ANHYDROUS,CHEMBL2110732,CHEMBL612558,ADMET,16668627,CHEMBL3854890,Cmax,1851.26,nM,CHEMBL3853319
DACOMITINIB ANHYDROUS,CHEMBL2110732,CHEMBL612558,ADMET,16668628,CHEMBL3854891,Cmax,468.13,nM,CHEMBL3853319
DALBAVANCIN,CHEMBL3301669,CHEMBL375,Mus musculus,2124112,CHEMBL952847,Cmax,4073.27,nM,CHEMBL1145462
DALBAVANCIN,CHEMBL3301669,CHEMBL375,Mus musculus,2124115,CHEMBL952850,Cmax,15962.83,nM,CHEMBL1145462
DALBAVANCIN,CHEMBL3301669,CHEMBL375,Mus musculus,2124118,CHEMBL952853,Cmax,19155.4,nM,CHEMBL1145462
DALBAVANCIN,CHEMBL3301669,CHEMBL375,Mus musculus,2124121,CHEMBL952856,Cmax,104584.09,nM,CHEMBL1145462
DALBAVANCIN,CHEMBL3301669,CHEMBL375,Mus musculus,2124126,CHEMBL952073,Cmax,211920.38,nM,CHEMBL1145462
DALBAVANCIN,CHEMBL3301669,CHEMBL375,Mus musculus,2124129,CHEMBL952076,Cmax,364943.41,nM,CHEMBL1145462
DALBAVANCIN,CHEMBL3301669,CHEMBL375,Mus musculus,3454634,CHEMBL1248805,Cmax,8366.73,nM,CHEMBL1240390
DALBAVANCIN,CHEMBL3301669,CHEMBL375,Mus musculus,3454642,CHEMBL1248279,Cmax,39246.55,nM,CHEMBL1240390
DANAZOL,CHEMBL1479,CHEMBL372,Homo sapiens,18052158,CHEMBL4011675,Cmax,750.0,nM,CHEMBL4011582
DAPAGLIFLOZIN,CHEMBL429910,CHEMBL376,Rattus norvegicus,2109178,CHEMBL948951,Cmax,1467.42,nM,CHEMBL1142359
DAPAGLIFLOZIN,CHEMBL429910,CHEMBL373,Canis familiaris,3257589,CHEMBL1108941,Cmax,26169.05,nM,CHEMBL1156151
DAPAGLIFLOZIN,CHEMBL429910,CHEMBL376,Rattus norvegicus,3309064,CHEMBL1117747,Cmax,6114.26,nM,CHEMBL1155478
DAPAGLIFLOZIN,CHEMBL429910,CHEMBL376,Rattus norvegicus,5222025,CHEMBL1681053,Cmax,6114.26,nM,CHEMBL1671843
DAPAGLIFLOZIN,CHEMBL429910,CHEMBL376,Rattus norvegicus,13950360,CHEMBL3130107,Cmax,3920.47,nM,CHEMBL3124917
DAPAGLIFLOZIN,CHEMBL429910,CHEMBL612558,ADMET,24836744,CHEMBL5144632,Cmax,3186.75,nM,CHEMBL5143532
DAPAGLIFLOZIN,CHEMBL429910,CHEMBL612558,ADMET,24836752,CHEMBL5144636,Cmax,6114.26,nM,CHEMBL5143532
DARUNAVIR,CHEMBL1323,CHEMBL612558,ADMET,1401126,CHEMBL839265,Cmax,1300.05,nM,CHEMBL1142722
DARUNAVIR,CHEMBL1323,CHEMBL612558,ADMET,1401321,CHEMBL839264,Cmax,34875.02,nM,CHEMBL1142722
DARUNAVIR,CHEMBL1323,CHEMBL612558,ADMET,1401324,CHEMBL839265,Cmax,1823.18,nM,CHEMBL1142722
DELAMANID,CHEMBL218650,CHEMBL375,Mus musculus,2498969,CHEMBL954659,Cmax,555.67,nM,CHEMBL1143402
DELAMANID,CHEMBL218650,CHEMBL375,Mus musculus,12086973,CHEMBL2169364,Cmax,555.67,nM,CHEMBL2163329
DESMOPRESSIN,CHEMBL1429,CHEMBL376,Rattus norvegicus,464674,CHEMBL625997,Cmax,0.0008,ug.mL-1,CHEMBL1128574
DEXIBUPROFEN,CHEMBL175,CHEMBL375,Mus musculus,8017630,CHEMBL1948038,Cmax,34.59,ug.mL-1,CHEMBL1944509
DEXIBUPROFEN,CHEMBL175,CHEMBL375,Mus musculus,8017644,CHEMBL1948045,Cmax,52.14,ug.mL-1,CHEMBL1944509
DEXTROMETHORPHAN,CHEMBL52440,CHEMBL612558,ADMET,18920975,CHEMBL4323362,Cmax,20.0,nM,CHEMBL4321821
DIAZOXIDE,CHEMBL181,CHEMBL376,Rattus norvegicus,1737093,CHEMBL868572,Cmax,6294.43,nM,CHEMBL1138902
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444040,CHEMBL3509536,Cmax,1674.15,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444041,CHEMBL3509537,Cmax,1534.02,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444052,CHEMBL3509548,Cmax,2933.31,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444053,CHEMBL3509422,Cmax,2713.83,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444064,CHEMBL3509433,Cmax,1198.04,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444065,CHEMBL3509434,Cmax,1084.25,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444076,CHEMBL3509445,Cmax,4031.74,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444077,CHEMBL3509446,Cmax,3670.44,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444088,CHEMBL3509456,Cmax,2405.88,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444089,CHEMBL3509457,Cmax,2096.24,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444100,CHEMBL3509468,Cmax,3903.43,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444101,CHEMBL3509469,Cmax,2316.39,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444102,CHEMBL3509470,Cmax,7985.82,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444103,CHEMBL3509471,Cmax,3896.67,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444120,CHEMBL3509488,Cmax,6871.52,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444121,CHEMBL3509489,Cmax,3798.75,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444122,CHEMBL3509490,Cmax,3947.32,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444137,CHEMBL3509506,Cmax,5463.45,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444145,CHEMBL3509514,Cmax,3920.31,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444153,CHEMBL3509522,Cmax,1706.91,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL612558,ADMET,15444161,CHEMBL3509530,Cmax,2820.53,nM,CHEMBL3509421
DICLOFENAC,CHEMBL139,CHEMBL613289,Hepatocyte,15452920,CHEMBL3533144,Cmax,0.8,nM,CHEMBL3526011
DICLOFENAC,CHEMBL139,CHEMBL372,Homo sapiens,18052159,CHEMBL4011675,Cmax,7993.0,nM,CHEMBL4011582
DICLOXACILLIN,CHEMBL893,CHEMBL375,Mus musculus,3512899,CHEMBL1261080,Cmax,1124848.51,nM,CHEMBL1255483
DICLOXACILLIN,CHEMBL893,CHEMBL375,Mus musculus,3512902,CHEMBL1261079,Cmax,471732.61,nM,CHEMBL1255483
DICLOXACILLIN,CHEMBL893,CHEMBL375,Mus musculus,3512905,CHEMBL1261078,Cmax,191652.67,nM,CHEMBL1255483
DICLOXACILLIN,CHEMBL893,CHEMBL375,Mus musculus,3512908,CHEMBL1261077,Cmax,76520.74,nM,CHEMBL1255483
DICLOXACILLIN,CHEMBL893,CHEMBL372,Homo sapiens,5159730,CHEMBL1663038,Cmax,63785.0,nM,CHEMBL1649157
DIFLUNISAL,CHEMBL898,CHEMBL372,Homo sapiens,18557137,CHEMBL4200703,Cmax,200000.0,nM,CHEMBL4196168
DIPYRIDAMOLE,CHEMBL932,CHEMBL372,Homo sapiens,12064130,CHEMBL2154113,Cmax,3960.0,nM,CHEMBL2150997
DISOPYRAMIDE,CHEMBL517,CHEMBL372,Homo sapiens,12064129,CHEMBL2154113,Cmax,7950.0,nM,CHEMBL2150997
DOBUTAMINE,CHEMBL926,CHEMBL372,Homo sapiens,18052115,CHEMBL4011675,Cmax,1337.0,nM,CHEMBL4011582
DOCETAXEL ANHYDROUS,CHEMBL92,CHEMBL612558,ADMET,25075780,CHEMBL5254186,Cmax,950.0,nM,CHEMBL5252546
DOCETAXEL ANHYDROUS,CHEMBL92,CHEMBL612558,ADMET,25075781,CHEMBL5254187,Cmax,8090.0,nM,CHEMBL5252546
DORIPENEM,CHEMBL491571,CHEMBL375,Mus musculus,3565350,CHEMBL1281128,Cmax,38762.46,nM,CHEMBL1275447
DORIPENEM,CHEMBL491571,CHEMBL375,Mus musculus,3565351,CHEMBL1281129,Cmax,141970.46,nM,CHEMBL1275447
DORIPENEM,CHEMBL491571,CHEMBL375,Mus musculus,3565352,CHEMBL1281130,Cmax,462295.78,nM,CHEMBL1275447
DORIPENEM,CHEMBL491571,CHEMBL375,Mus musculus,3565371,CHEMBL1281808,Cmax,67537.04,nM,CHEMBL1275447
DORIPENEM,CHEMBL491571,CHEMBL372,Homo sapiens,3565372,CHEMBL1281809,Cmax,51841.81,nM,CHEMBL1275447
DORIPENEM,CHEMBL491571,CHEMBL375,Mus musculus,3565373,CHEMBL1281810,Cmax,19000.74,nM,CHEMBL1275447
DORIPENEM,CHEMBL491571,CHEMBL372,Homo sapiens,3565374,CHEMBL1281811,Cmax,18525.12,nM,CHEMBL1275447
DORIPENEM,CHEMBL491571,CHEMBL372,Homo sapiens,5310059,CHEMBL1693170,Cmax,57311.36,nM,CHEMBL1687854
DORIPENEM,CHEMBL491571,CHEMBL372,Homo sapiens,5310070,CHEMBL1693178,Cmax,44945.42,nM,CHEMBL1687854
DORIPENEM,CHEMBL491571,CHEMBL372,Homo sapiens,5310080,CHEMBL1693186,Cmax,42567.36,nM,CHEMBL1687854
DROSPIRENONE,CHEMBL1509,CHEMBL372,Homo sapiens,17805923,CHEMBL3889386,Cmax,0.0384,ug.mL-1,CHEMBL3832047
DROSPIRENONE,CHEMBL1509,CHEMBL372,Homo sapiens,17805927,CHEMBL3889386,Cmax,0.0703,ug.mL-1,CHEMBL3832047
DROSPIRENONE,CHEMBL1509,CHEMBL372,Homo sapiens,17805933,CHEMBL3889388,Cmax,0.0369,ug.mL-1,CHEMBL3832088
DROSPIRENONE,CHEMBL1509,CHEMBL372,Homo sapiens,17805937,CHEMBL3889388,Cmax,0.0875,ug.mL-1,CHEMBL3832088
DROSPIRENONE,CHEMBL1509,CHEMBL372,Homo sapiens,17805939,CHEMBL3889388,Cmax,0.0842,ug.mL-1,CHEMBL3832088
DROSPIRENONE,CHEMBL1509,CHEMBL372,Homo sapiens,17805943,CHEMBL3889388,Cmax,0.0813,ug.mL-1,CHEMBL3832088
DROSPIRENONE,CHEMBL1509,CHEMBL372,Homo sapiens,17805950,CHEMBL3889388,Cmax,0.0787,ug.mL-1,CHEMBL3832088
ECONAZOLE,CHEMBL808,CHEMBL372,Homo sapiens,18052116,CHEMBL4011675,Cmax,1.0,nM,CHEMBL4011582
EFAVIRENZ,CHEMBL223228,CHEMBL372,Homo sapiens,5223924,CHEMBL1674675,Cmax,12956.16,nM,CHEMBL1671668
EFAVIRENZ,CHEMBL223228,CHEMBL372,Homo sapiens,5223925,CHEMBL1674676,Cmax,17486.06,nM,CHEMBL1671668
EFAVIRENZ,CHEMBL223228,CHEMBL372,Homo sapiens,5223926,CHEMBL1674677,Cmax,11752.41,nM,CHEMBL1671668
EFAVIRENZ,CHEMBL223228,CHEMBL372,Homo sapiens,5230150,CHEMBL1676368,Cmax,11904.46,nM,CHEMBL1671732
EFAVIRENZ,CHEMBL223228,CHEMBL372,Homo sapiens,5230151,CHEMBL1676367,Cmax,8663.84,nM,CHEMBL1671732
ELVITEGRAVIR,CHEMBL204656,CHEMBL376,Rattus norvegicus,5139258,CHEMBL1645826,Cmax,2545.27,nM,CHEMBL1641454
ENCORAFENIB,CHEMBL3301612,CHEMBL375,Mus musculus,16888421,CHEMBL3881308,Cmax,27000.0,nM,CHEMBL3880435
ENFUVIRTIDE,CHEMBL525076,CHEMBL376,Rattus norvegicus,15075967,CHEMBL3361456,Cmax,5676834.51,nM,CHEMBL3351900
ENOXACIN,CHEMBL826,CHEMBL612558,ADMET,19051720,CHEMBL4354983,Cmax,11550.95,nM,CHEMBL4354782
ENTACAPONE,CHEMBL953,CHEMBL372,Homo sapiens,17806081,CHEMBL3889411,Cmax,3930.69,nM,CHEMBL3832074
ENTRECTINIB,CHEMBL1983268,CHEMBL375,Mus musculus,16586530,CHEMBL3806986,Cmax,4900.0,nM,CHEMBL3804811
ENTRECTINIB,CHEMBL1983268,CHEMBL375,Mus musculus,16586877,CHEMBL3806991,Cmax,1330.0,nM,CHEMBL3804811
ENTRECTINIB,CHEMBL1983268,CHEMBL376,Rattus norvegicus,16586904,CHEMBL3806996,Cmax,11000.0,nM,CHEMBL3804811
ENTRECTINIB,CHEMBL1983268,CHEMBL376,Rattus norvegicus,16586909,CHEMBL3807001,Cmax,500.0,nM,CHEMBL3804811
ENTRECTINIB,CHEMBL1983268,CHEMBL373,Canis familiaris,16586914,CHEMBL3807006,Cmax,8600.0,nM,CHEMBL3804811
ENTRECTINIB,CHEMBL1983268,CHEMBL373,Canis familiaris,16586919,CHEMBL3807290,Cmax,600.0,nM,CHEMBL3804811
EPACADOSTAT,CHEMBL3545369,CHEMBL376,Rattus norvegicus,18707533,CHEMBL4256333,Cmax,12687.11,nM,CHEMBL4251732
EPACADOSTAT,CHEMBL3545369,CHEMBL612558,ADMET,22447712,CHEMBL4679855,Cmax,577.31,nM,CHEMBL4673401
EPACADOSTAT,CHEMBL3545369,CHEMBL612558,ADMET,22447725,CHEMBL4679860,Cmax,559.05,nM,CHEMBL4673401
EPACADOSTAT,CHEMBL3545369,CHEMBL612558,ADMET,22447738,CHEMBL4679865,Cmax,303.49,nM,CHEMBL4673401
EPACADOSTAT,CHEMBL3545369,CHEMBL612558,ADMET,22467941,CHEMBL4684575,Cmax,782.68,nM,CHEMBL4680179
EPACADOSTAT,CHEMBL3545369,CHEMBL612558,ADMET,23307475,CHEMBL4843248,Cmax,2000.0,nM,CHEMBL4842341
EPACADOSTAT,CHEMBL3545369,CHEMBL612558,ADMET,25710989,CHEMBL5388216,Cmax,22887.0,nM,CHEMBL5385895
EPACADOSTAT,CHEMBL3545369,CHEMBL612558,ADMET,25711001,CHEMBL5388222,Cmax,5551.75,nM,CHEMBL5385895
ERTAPENEM,CHEMBL1359,CHEMBL372,Homo sapiens,3453229,CHEMBL1245912,Cmax,241840.51,nM,CHEMBL1240363
ERTAPENEM,CHEMBL1359,CHEMBL372,Homo sapiens,3453230,CHEMBL1245910,Cmax,90427.32,nM,CHEMBL1240363
ERTUGLIFLOZIN,CHEMBL1770248,CHEMBL376,Rattus norvegicus,6182819,CHEMBL1771934,Cmax,4440.48,nM,CHEMBL1770065
ERTUGLIFLOZIN,CHEMBL1770248,CHEMBL372,Homo sapiens,15444574,CHEMBL3537478,Cmax,1122.02,nM,CHEMBL3526027
ERYTHROMYCIN,CHEMBL532,CHEMBL372,Homo sapiens,5161037,CHEMBL1655708,Cmax,2725.02,nM,CHEMBL1649161
ERYTHROMYCIN,CHEMBL532,CHEMBL372,Homo sapiens,16572549,CHEMBL3804724,Cmax,1592.77,nM,CHEMBL3797119
ERYTHROMYCIN,CHEMBL532,CHEMBL372,Homo sapiens,16572550,CHEMBL3804725,Cmax,1519.2,nM,CHEMBL3797119
ERYTHROMYCIN,CHEMBL532,CHEMBL612558,ADMET,19342738,CHEMBL4420029,Cmax,1120.0,nM,CHEMBL4419179
LOSARTAN POTASSIUM,CHEMBL995,CHEMBL612558,ADMET,181980,CHEMBL641860,Cmax,2000.0,nM,CHEMBL1145001
ESCITALOPRAM,CHEMBL1508,CHEMBL612558,ADMET,15453243,CHEMBL3532948,Cmax,62.0,nM,CHEMBL3525901
ESLICARBAZEPINE,CHEMBL315985,CHEMBL372,Homo sapiens,15458467,CHEMBL3530806,Cmax,11000.0,nM,CHEMBL3526003
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805735,CHEMBL3889359,Cmax,0.05397,nM,CHEMBL3832084
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805740,CHEMBL3889359,Cmax,0.1891,nM,CHEMBL3832084
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805745,CHEMBL3889359,Cmax,0.1043,nM,CHEMBL3832084
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805747,CHEMBL3889362,Cmax,0.1689,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805751,CHEMBL3889362,Cmax,0.3634,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805753,CHEMBL3889362,Cmax,0.3047,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805758,CHEMBL3889362,Cmax,0.5323,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805759,CHEMBL3889362,Cmax,0.4883,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805763,CHEMBL3889403,Cmax,0.232,nM,CHEMBL3832022
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805767,CHEMBL3889403,Cmax,0.2041,nM,CHEMBL3832022
ESTRADIOL,CHEMBL135,CHEMBL373,Canis familiaris,18093144,CHEMBL4020420,Cmax,279.01,nM,CHEMBL4017539
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805735,CHEMBL3889359,Cmax,0.05397,nM,CHEMBL3832084
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805740,CHEMBL3889359,Cmax,0.1891,nM,CHEMBL3832084
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805745,CHEMBL3889359,Cmax,0.1043,nM,CHEMBL3832084
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805747,CHEMBL3889362,Cmax,0.1689,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805751,CHEMBL3889362,Cmax,0.3634,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805753,CHEMBL3889362,Cmax,0.3047,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805758,CHEMBL3889362,Cmax,0.5323,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805759,CHEMBL3889362,Cmax,0.4883,nM,CHEMBL3832067
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805763,CHEMBL3889403,Cmax,0.232,nM,CHEMBL3832022
ESTRADIOL,CHEMBL135,CHEMBL372,Homo sapiens,17805767,CHEMBL3889403,Cmax,0.2041,nM,CHEMBL3832022
ESTRADIOL,CHEMBL135,CHEMBL373,Canis familiaris,18093144,CHEMBL4020420,Cmax,279.01,nM,CHEMBL4017539
ETHAMBUTOL,CHEMBL44884,CHEMBL372,Homo sapiens,2345643,CHEMBL959711,Cmax,2.3,hr,CHEMBL1150797
ETHAMBUTOL,CHEMBL44884,CHEMBL372,Homo sapiens,2345648,CHEMBL959712,Cmax,2.4,hr,CHEMBL1150797
ETHAMBUTOL,CHEMBL44884,CHEMBL375,Mus musculus,2498981,CHEMBL938043,Cmax,17179.78,nM,CHEMBL1143402
ETHAMBUTOL,CHEMBL44884,CHEMBL372,Homo sapiens,2498989,CHEMBL955457,Cmax,18109.74,nM,CHEMBL1143402
ETHAMBUTOL,CHEMBL44884,CHEMBL372,Homo sapiens,3454426,CHEMBL1247265,Cmax,10767.95,nM,CHEMBL1240386
ETHAMBUTOL,CHEMBL44884,CHEMBL372,Homo sapiens,3454427,CHEMBL1247266,Cmax,9544.32,nM,CHEMBL1240386
ETOPOSIDE,CHEMBL44657,CHEMBL612558,ADMET,24926333,CHEMBL5167940,Cmax,30090.39,nM,CHEMBL5154929
ETORICOXIB,CHEMBL416146,CHEMBL376,Rattus norvegicus,1095300,CHEMBL626579,Cmax,30000.0,nM,CHEMBL1130609
ETORICOXIB,CHEMBL416146,CHEMBL376,Rattus norvegicus,1726880,CHEMBL867520,Cmax,1189.91,nM,CHEMBL1148495
ETRAVIRINE,CHEMBL308954,CHEMBL372,Homo sapiens,3543005,CHEMBL1284944,Cmax,1686.23,nM,CHEMBL1275564
ETRAVIRINE,CHEMBL308954,CHEMBL372,Homo sapiens,3543009,CHEMBL1284945,Cmax,1759.75,nM,CHEMBL1275564
ETRAVIRINE,CHEMBL308954,CHEMBL613424,Plasma,5308778,CHEMBL1692700,Cmax,3078.41,nM,CHEMBL1687850
EVEROLIMUS,CHEMBL1908360,CHEMBL612558,ADMET,22850992,CHEMBL4723597,Cmax,3614.96,nM,CHEMBL4715860
EVEROLIMUS,CHEMBL1908360,CHEMBL612558,ADMET,22851002,CHEMBL4723602,Cmax,4112.75,nM,CHEMBL4715860
EVEROLIMUS,CHEMBL1908360,CHEMBL612558,ADMET,22851012,CHEMBL4723607,Cmax,59.48,nM,CHEMBL4715860
EVEROLIMUS,CHEMBL1908360,CHEMBL612558,ADMET,22851021,CHEMBL4723612,Cmax,44.87,nM,CHEMBL4715860
EXENATIDE,CHEMBL414357,CHEMBL375,Mus musculus,3022993,CHEMBL1050770,Cmax,5.0,nM,CHEMBL1156009
EXENATIDE,CHEMBL414357,CHEMBL376,Rattus norvegicus,3256529,CHEMBL1109799,Cmax,36.35,nM,CHEMBL1156248
EXENATIDE,CHEMBL414357,CHEMBL376,Rattus norvegicus,13891027,CHEMBL3110975,Cmax,184.28,nM,CHEMBL3108706
FAMCICLOVIR,CHEMBL880,CHEMBL372,Homo sapiens,3482203,CHEMBL1265756,Cmax,2302.86,nM,CHEMBL1255426
FAMCICLOVIR,CHEMBL880,CHEMBL372,Homo sapiens,3482206,CHEMBL1265622,Cmax,2147.26,nM,CHEMBL1255426
FAMCICLOVIR,CHEMBL880,CHEMBL372,Homo sapiens,3482208,CHEMBL1265759,Cmax,10082.78,nM,CHEMBL1255426
FAMCICLOVIR,CHEMBL880,CHEMBL372,Homo sapiens,5156063,CHEMBL1657662,Cmax,10736.29,nM,CHEMBL1649203
FEBUXOSTAT,CHEMBL1164729,CHEMBL376,Rattus norvegicus,15168235,CHEMBL3407104,Cmax,51741.58,nM,CHEMBL3399928
FEDRATINIB,CHEMBL1287853,CHEMBL612558,ADMET,25659295,CHEMBL5373158,Cmax,8437.36,nM,CHEMBL5370605
FEDRATINIB,CHEMBL1287853,CHEMBL612558,ADMET,25659298,CHEMBL5373159,Cmax,18578.59,nM,CHEMBL5370605
FELBINAC,CHEMBL413965,CHEMBL376,Rattus norvegicus,834433,CHEMBL623287,Cmax,32508.83,nM,CHEMBL1130126
