Molecule Name,Molecule ChEMBL ID,Target ChEMBL ID,Target Name,Activity ID,Assay ChEMBL ID,Standard Type,Standard Value,Standard Units,Reference
RITONAVIR,CHEMBL163,CHEMBL376,Rattus norvegicus,206068,CHEMBL622921,Cmax,1886.37,nM,CHEMBL1149966
RITONAVIR,CHEMBL163,CHEMBL376,Rattus norvegicus,206073,CHEMBL622921,Cmax,4965.6,nM,CHEMBL1149966
RITONAVIR,CHEMBL163,CHEMBL376,Rattus norvegicus,206078,CHEMBL622921,Cmax,1498.0,nM,CHEMBL1149966
RITONAVIR,CHEMBL163,CHEMBL612558,ADMET,648992,CHEMBL638699,Cmax,2600.0,nM,CHEMBL1133572
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,2500918,CHEMBL981606,Cmax,1219.9,nM,CHEMBL1143414
RITONAVIR,CHEMBL163,CHEMBL376,Rattus norvegicus,2528171,CHEMBL985041,Cmax,1886.37,nM,CHEMBL1138456
RITONAVIR,CHEMBL163,CHEMBL373,Canis familiaris,2528221,CHEMBL985057,Cmax,4965.6,nM,CHEMBL1138456
RITONAVIR,CHEMBL163,CHEMBL373,Canis familiaris,2528222,CHEMBL985058,Cmax,1719.93,nM,CHEMBL1138456
RITONAVIR,CHEMBL163,CHEMBL373,Canis familiaris,2528243,CHEMBL985059,Cmax,2954.39,nM,CHEMBL1138456
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,2626580,CHEMBL955379,Cmax,14841.32,nM,CHEMBL1137018
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,2626602,CHEMBL955383,Cmax,14563.91,nM,CHEMBL1137018
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,2626605,CHEMBL955386,Cmax,1955.73,nM,CHEMBL1137018
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,2626609,CHEMBL955390,Cmax,14425.21,nM,CHEMBL1137018
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,2626613,CHEMBL1000560,Cmax,1375.94,nM,CHEMBL1137018
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,2626621,CHEMBL1003252,Cmax,14147.8,nM,CHEMBL1137018
RITONAVIR,CHEMBL163,CHEMBL373,Canis familiaris,3230712,CHEMBL1100028,Cmax,1.32,μg/mL,CHEMBL1154226
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,5095534,CHEMBL1633642,Cmax,1327.4,nM,CHEMBL1629549
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,5095535,CHEMBL1633643,Cmax,1373.17,nM,CHEMBL1629549
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,5095536,CHEMBL1633644,Cmax,1226.14,nM,CHEMBL1629549
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,5149042,CHEMBL1661872,Cmax,832.22,nM,CHEMBL1649180
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,5223431,CHEMBL1674628,Cmax,649.13,nM,CHEMBL1671853
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,5223436,CHEMBL1674640,Cmax,1205.34,nM,CHEMBL1671853
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,5223441,CHEMBL1674645,Cmax,728.2,nM,CHEMBL1671853
RITONAVIR,CHEMBL163,CHEMBL372,Homo sapiens,18052169,CHEMBL4011675,Cmax,19690.0,nM,CHEMBL4011582
RIVAROXABAN,CHEMBL198362,CHEMBL376,Rattus norvegicus,15080791,CHEMBL3382284,Cmax,1950.03,nM,CHEMBL3351225
RIVAROXABAN,CHEMBL198362,CHEMBL373,Canis familiaris,15080865,CHEMBL3382905,Cmax,763.04,nM,CHEMBL3351225
RIVAROXABAN,CHEMBL198362,CHEMBL612558,ADMET,18890951,CHEMBL4314196,Cmax,3617.89,nM,CHEMBL4311982
RIZATRIPTAN,CHEMBL905,CHEMBL376,Rattus norvegicus,761299,CHEMBL623755,Cmax,1006.13,nM,CHEMBL1151013
ROFECOXIB,CHEMBL122,CHEMBL376,Rattus norvegicus,913041,CHEMBL641870,Cmax,17845.78,nM,CHEMBL1145080
ROFECOXIB,CHEMBL122,CHEMBL376,Rattus norvegicus,1726882,CHEMBL867520,Cmax,753.91,nM,CHEMBL1148495
ROFECOXIB,CHEMBL122,CHEMBL612558,ADMET,19214512,CHEMBL4393784,Cmax,7685.46,nM,CHEMBL4393653
ROFLUMILAST,CHEMBL193240,CHEMBL613114,Mustela putorius furo,6361408,CHEMBL1833220,Cmax,138.89,nM,CHEMBL1828553
ROFLUMILAST,CHEMBL193240,CHEMBL372,Homo sapiens,18139127,CHEMBL4030601,Cmax,13.1,nM,CHEMBL4028848
ROFLUMILAST,CHEMBL193240,CHEMBL372,Homo sapiens,18139128,CHEMBL4030602,Cmax,22.4,nM,CHEMBL4028848
ROFLUMILAST,CHEMBL193240,CHEMBL376,Rattus norvegicus,18541870,CHEMBL4197735,Cmax,269.83,nM,CHEMBL4196041
ROSIGLITAZONE,CHEMBL121,CHEMBL612558,ADMET,965521,CHEMBL639944,Cmax,12365.71,nM,CHEMBL1135600
ROSIGLITAZONE,CHEMBL121,CHEMBL376,Rattus norvegicus,1093575,CHEMBL639959,Cmax,12365.71,nM,CHEMBL1145887
ROSIGLITAZONE,CHEMBL121,CHEMBL376,Rattus norvegicus,2483517,CHEMBL986153,Cmax,44300.0,nM,CHEMBL1144193
ROSIGLITAZONE,CHEMBL121,CHEMBL375,Mus musculus,2649103,CHEMBL1023394,Cmax,68000.0,nM,CHEMBL1158459
ROSIGLITAZONE,CHEMBL121,CHEMBL376,Rattus norvegicus,7984994,CHEMBL1936116,Cmax,34700.0,nM,CHEMBL1933004
ROSIGLITAZONE,CHEMBL121,CHEMBL372,Homo sapiens,18052170,CHEMBL4011675,Cmax,1044.0,nM,CHEMBL4011582
ROSIGLITAZONE,CHEMBL121,CHEMBL376,Rattus norvegicus,18443759,CHEMBL4157989,Cmax,2909.58,nM,CHEMBL4152362
ROSIGLITAZONE,CHEMBL121,CHEMBL376,Rattus norvegicus,18443825,CHEMBL4158013,Cmax,189122.65,nM,CHEMBL4152362
ROSIGLITAZONE,CHEMBL121,CHEMBL612558,ADMET,24971903,CHEMBL5223296,Cmax,2960.0,nM,CHEMBL5223066
ROSUVASTATIN,CHEMBL1496,CHEMBL372,Homo sapiens,2075551,CHEMBL944788,Cmax,75.0,nM,CHEMBL1140824
ROSUVASTATIN,CHEMBL1496,CHEMBL613424,Plasma,6212668,CHEMBL1786157,Cmax,9.511,nM,CHEMBL1781963
SAFINAMIDE,CHEMBL396778,CHEMBL612558,ADMET,24399706,CHEMBL5043542,Cmax,932.69,nM,CHEMBL5042493
SAFINAMIDE,CHEMBL396778,CHEMBL612558,ADMET,24399726,CHEMBL5043547,Cmax,1399.04,nM,CHEMBL5042493
SAFINAMIDE,CHEMBL396778,CHEMBL612558,ADMET,24399740,CHEMBL5043551,Cmax,3572.02,nM,CHEMBL5042493
SAFINAMIDE,CHEMBL396778,CHEMBL612558,ADMET,24399750,CHEMBL5043556,Cmax,6515.63,nM,CHEMBL5042493
SAFINAMIDE,CHEMBL396778,CHEMBL612558,ADMET,25567102,CHEMBL5350117,Cmax,807.01,nM,CHEMBL5346941
SAFINAMIDE,CHEMBL396778,CHEMBL612558,ADMET,25567137,CHEMBL5350122,Cmax,489.5,nM,CHEMBL5346941
SAFINAMIDE,CHEMBL396778,CHEMBL612558,ADMET,25567161,CHEMBL5350126,Cmax,1418.89,nM,CHEMBL5346941
SAFINAMIDE,CHEMBL396778,CHEMBL612558,ADMET,25567176,CHEMBL5350131,Cmax,2497.11,nM,CHEMBL5346941
ALBUTEROL,CHEMBL714,CHEMBL372,Homo sapiens,18052110,CHEMBL4011675,Cmax,58.0,nM,CHEMBL4011582
SALICYLIC ACID,CHEMBL424,CHEMBL612558,ADMET,15444016,CHEMBL3509397,Cmax,121633.36,nM,CHEMBL3509396
SALICYLIC ACID,CHEMBL424,CHEMBL612558,ADMET,15444022,CHEMBL3509403,Cmax,246886.77,nM,CHEMBL3509396
SAQUINAVIR,CHEMBL114,CHEMBL372,Homo sapiens,2126227,CHEMBL951340,Cmax,5473.57,nM,CHEMBL1143814
SAQUINAVIR,CHEMBL114,CHEMBL372,Homo sapiens,2126231,CHEMBL951344,Cmax,15070.21,nM,CHEMBL1143814
SAQUINAVIR,CHEMBL114,CHEMBL372,Homo sapiens,2126239,CHEMBL951352,Cmax,4948.87,nM,CHEMBL1143814
SAQUINAVIR,CHEMBL114,CHEMBL372,Homo sapiens,2126243,CHEMBL934988,Cmax,22657.48,nM,CHEMBL1143814
SAQUINAVIR,CHEMBL114,CHEMBL372,Homo sapiens,2500911,CHEMBL993203,Cmax,3897.98,nM,CHEMBL1143414
SAQUINAVIR,CHEMBL114,CHEMBL372,Homo sapiens,5294725,CHEMBL1696358,Cmax,5366.25,nM,CHEMBL1687709
SAQUINAVIR,CHEMBL114,CHEMBL372,Homo sapiens,15189977,CHEMBL3414246,Cmax,150.0,nM,CHEMBL3407344
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444169,CHEMBL3509552,Cmax,518.74,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444170,CHEMBL3509553,Cmax,424.83,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444180,CHEMBL3509563,Cmax,602.21,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444181,CHEMBL3509564,Cmax,494.89,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444193,CHEMBL3509576,Cmax,456.13,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444194,CHEMBL3509577,Cmax,588.8,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444195,CHEMBL3509578,Cmax,395.02,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444196,CHEMBL3509579,Cmax,414.39,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444197,CHEMBL3509580,Cmax,424.83,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL612558,ADMET,15444198,CHEMBL3509581,Cmax,494.89,nM,CHEMBL3509549
SAQUINAVIR,CHEMBL114,CHEMBL372,Homo sapiens,18052150,CHEMBL4011675,Cmax,3360.0,nM,CHEMBL4011582
SAXAGLIPTIN ANHYDROUS,CHEMBL385517,CHEMBL372,Homo sapiens,15465643,CHEMBL3536335,Cmax,884.53,nM,CHEMBL3526095
SELEGILINE,CHEMBL972,CHEMBL612558,ADMET,18667463,CHEMBL4233832,Cmax,22526.56,nM,CHEMBL4229446
SELEGILINE,CHEMBL972,CHEMBL612558,ADMET,18667468,CHEMBL4233826,Cmax,3037.54,nM,CHEMBL4229446
SELEXIPAG,CHEMBL238804,CHEMBL613847,Cynomolgus monkey,2048187,CHEMBL924276,Cmax,94.64,nM,CHEMBL1140507
SELEXIPAG,CHEMBL238804,CHEMBL613847,Cynomolgus monkey,2048206,CHEMBL924280,Cmax,70.48,nM,CHEMBL1140507
SILDENAFIL,CHEMBL192,CHEMBL612558,ADMET,19231784,CHEMBL4397483,Cmax,160.14,nM,CHEMBL4396872
SIMEPREVIR,CHEMBL501849,CHEMBL376,Rattus norvegicus,2240083,CHEMBL972567,Cmax,730.0,nM,CHEMBL1156723
SIMEPREVIR,CHEMBL501849,CHEMBL613652,Plasma,5209976,CHEMBL1673574,Cmax,1.43,ug.mL-1,CHEMBL1671650
SIMVASTATIN,CHEMBL1064,CHEMBL372,Homo sapiens,2075552,CHEMBL944788,Cmax,120.0,nM,CHEMBL1140824
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443241,CHEMBL3508584,Cmax,179.18,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443242,CHEMBL3508585,Cmax,394.2,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443243,CHEMBL3508586,Cmax,965.19,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443265,CHEMBL3508620,Cmax,1791.81,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443266,CHEMBL3508621,Cmax,5017.08,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443267,CHEMBL3508622,Cmax,7167.26,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443273,CHEMBL3508628,Cmax,5494.9,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443274,CHEMBL3508629,Cmax,4778.17,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443275,CHEMBL3508630,Cmax,4778.17,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443276,CHEMBL3508631,Cmax,18634.88,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443277,CHEMBL3508632,Cmax,14334.52,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443278,CHEMBL3508633,Cmax,10750.89,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443284,CHEMBL3508639,Cmax,167.24,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443285,CHEMBL3508640,Cmax,382.25,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443286,CHEMBL3508641,Cmax,2030.72,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443287,CHEMBL3508642,Cmax,5255.99,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443288,CHEMBL3508643,Cmax,4778.17,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443289,CHEMBL3508644,Cmax,5494.9,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443317,CHEMBL3508672,Cmax,43.65,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL612558,ADMET,15443318,CHEMBL3508673,Cmax,46.44,nM,CHEMBL3508574
SIMVASTATIN,CHEMBL1064,CHEMBL372,Homo sapiens,16534876,CHEMBL3788507,Cmax,17.44,nM,CHEMBL3785024
SIMVASTATIN,CHEMBL1064,CHEMBL372,Homo sapiens,16534880,CHEMBL3788511,Cmax,6.212,nM,CHEMBL3785024
SIMVASTATIN,CHEMBL1064,CHEMBL372,Homo sapiens,16534884,CHEMBL3788515,Cmax,68.09,nM,CHEMBL3785024
SIMVASTATIN,CHEMBL1064,CHEMBL372,Homo sapiens,16534888,CHEMBL3788519,Cmax,26.52,nM,CHEMBL3785024
SIMVASTATIN,CHEMBL1064,CHEMBL372,Homo sapiens,18052151,CHEMBL4011675,Cmax,24.0,nM,CHEMBL4011582
SIROLIMUS,CHEMBL413,CHEMBL376,Rattus norvegicus,1660130,CHEMBL862631,Cmax,0.0508,ug.mL-1,CHEMBL1141950
SITAGLIPTIN,CHEMBL1422,CHEMBL376,Rattus norvegicus,2556654,CHEMBL981113,Cmax,330.0,nM,CHEMBL1155778
SITAGLIPTIN,CHEMBL1422,CHEMBL375,Mus musculus,14579437,CHEMBL3241367,Cmax,761.07,nM,CHEMBL3232926
SITAXENTAN,CHEMBL282724,CHEMBL376,Rattus norvegicus,161315,CHEMBL623891,Cmax,36117.03,nM,CHEMBL1148449
SITAXENTAN,CHEMBL282724,CHEMBL376,Rattus norvegicus,169938,CHEMBL623891,Cmax,269943.51,nM,CHEMBL1148449
SORAFENIB,CHEMBL1336,CHEMBL375,Mus musculus,3444941,CHEMBL1245032,Cmax,12000.0,nM,CHEMBL1240346
SORAFENIB,CHEMBL1336,CHEMBL372,Homo sapiens,18052171,CHEMBL4011675,Cmax,132.0,nM,CHEMBL4011582
SOTORASIB,CHEMBL4535757,CHEMBL612558,ADMET,23280759,CHEMBL4837091,Cmax,13378.28,nM,CHEMBL4834488
SPARFLOXACIN,CHEMBL850,CHEMBL375,Mus musculus,1835659,CHEMBL917965,Cmax,0.75,ug.mL-1,CHEMBL1142211
SPARFLOXACIN,CHEMBL850,CHEMBL612558,ADMET,19051740,CHEMBL4354995,Cmax,1.0,ug.mL-1,CHEMBL4354782
SPIRAMYCIN,CHEMBL453514,CHEMBL612558,ADMET,23170605,CHEMBL4814292,Cmax,2000.0,nM,CHEMBL4813910
SPIRAMYCIN,CHEMBL453514,CHEMBL612558,ADMET,23170609,CHEMBL4814296,Cmax,2700.0,nM,CHEMBL4813910
SPIRAMYCIN,CHEMBL453514,CHEMBL612558,ADMET,23170616,CHEMBL4814303,Cmax,3700.0,nM,CHEMBL4813910
STREPTOMYCIN,CHEMBL372795,CHEMBL372,Homo sapiens,18052128,CHEMBL4011675,Cmax,64540.0,nM,CHEMBL4011582
SUFENTANIL,CHEMBL658,CHEMBL612558,ADMET,18921001,CHEMBL4323437,Cmax,0.7,nM,CHEMBL4321821
SUFENTANIL,CHEMBL658,CHEMBL612558,ADMET,18921003,CHEMBL4323442,Cmax,0.1,nM,CHEMBL4321821
SULBACTAM,CHEMBL403,CHEMBL612558,ADMET,1073107,CHEMBL626212,Cmax,3001.2,nM,CHEMBL1124953
SULBACTAM,CHEMBL403,CHEMBL375,Mus musculus,3454726,CHEMBL1246251,Cmax,383510.55,nM,CHEMBL1240392
SULBACTAM,CHEMBL403,CHEMBL374,Oryctolagus cuniculus,3454727,CHEMBL1246247,Cmax,322972.05,nM,CHEMBL1240392
SULFAMETHOXAZOLE,CHEMBL443,CHEMBL372,Homo sapiens,2667151,CHEMBL1032833,Cmax,157927.98,nM,CHEMBL1151474
SULFINPYRAZONE,CHEMBL832,CHEMBL372,Homo sapiens,18052129,CHEMBL4011675,Cmax,44250.0,nM,CHEMBL4011582
SUMATRIPTAN,CHEMBL128,CHEMBL376,Rattus norvegicus,766616,CHEMBL623755,Cmax,250.5,nM,CHEMBL1151013
SUNITINIB,CHEMBL535,CHEMBL375,Mus musculus,3444942,CHEMBL1245032,Cmax,320.0,nM,CHEMBL1240346
SUNITINIB,CHEMBL535,CHEMBL376,Rattus norvegicus,15456823,CHEMBL3530440,Cmax,4574.88,nM,CHEMBL3525900
SUNITINIB,CHEMBL535,CHEMBL376,Rattus norvegicus,15456835,CHEMBL3537963,Cmax,3144.45,nM,CHEMBL3525900
SUNITINIB,CHEMBL535,CHEMBL376,Rattus norvegicus,15456847,CHEMBL3528610,Cmax,2416.68,nM,CHEMBL3525900
SUNITINIB,CHEMBL535,CHEMBL372,Homo sapiens,15456863,CHEMBL3536432,Cmax,61.23,nM,CHEMBL3525900
SUNITINIB,CHEMBL535,CHEMBL613847,Cynomolgus monkey,15456873,CHEMBL3536441,Cmax,208.29,nM,CHEMBL3525900
SUNITINIB,CHEMBL535,CHEMBL613847,Cynomolgus monkey,15456885,CHEMBL3536449,Cmax,230.88,nM,CHEMBL3525900
TACRINE,CHEMBL95,CHEMBL372,Homo sapiens,12064132,CHEMBL2154113,Cmax,170.0,nM,CHEMBL2150997
TACROLIMUS ANHYDROUS,CHEMBL269732,CHEMBL376,Rattus norvegicus,975308,CHEMBL626299,Cmax,29.85,nM,CHEMBL1128291
TAFAMIDIS,CHEMBL2103837,CHEMBL372,Homo sapiens,18557136,CHEMBL4200702,Cmax,20000.0,nM,CHEMBL4196168
TAFAMIDIS,CHEMBL2103837,CHEMBL612558,ADMET,23169734,CHEMBL4813832,Cmax,1742.83,nM,CHEMBL4811317
TAFAMIDIS,CHEMBL2103837,CHEMBL612558,ADMET,23169741,CHEMBL4813839,Cmax,529.01,nM,CHEMBL4811317
TALAZOPARIB,CHEMBL3137320,CHEMBL376,Rattus norvegicus,16475414,CHEMBL3767722,Cmax,20895.99,nM,CHEMBL3763037
TALAZOPARIB,CHEMBL3137320,CHEMBL373,Canis familiaris,16475446,CHEMBL3767941,Cmax,189.82,nM,CHEMBL3763037
TALAZOPARIB,CHEMBL3137320,CHEMBL376,Rattus norvegicus,18307738,CHEMBL4131069,Cmax,5415.92,nM,CHEMBL4130350
TALAZOPARIB,CHEMBL3137320,CHEMBL376,Rattus norvegicus,18307739,CHEMBL4131070,Cmax,8160.69,nM,CHEMBL4130350
TAMOXIFEN,CHEMBL83,CHEMBL612558,ADMET,19342740,CHEMBL4420029,Cmax,296.0,nM,CHEMBL4419179
TAPENTADOL,CHEMBL1201776,CHEMBL612558,ADMET,18920945,CHEMBL4323357,Cmax,290.0,nM,CHEMBL4321821
TAPENTADOL,CHEMBL1201776,CHEMBL612558,ADMET,18920971,CHEMBL4323373,Cmax,100.0,nM,CHEMBL4321821
TAPENTADOL,CHEMBL1201776,CHEMBL612558,ADMET,18920973,CHEMBL4323367,Cmax,1100.0,nM,CHEMBL4321821
TEDIZOLID,CHEMBL1257051,CHEMBL375,Mus musculus,6155468,CHEMBL1764072,Cmax,12475.02,nM,CHEMBL1759832
TEGASEROD,CHEMBL76370,CHEMBL376,Rattus norvegicus,2698905,CHEMBL1055776,Cmax,19.91,nM,CHEMBL1153520
TELAPREVIR,CHEMBL231813,CHEMBL376,Rattus norvegicus,2408474,CHEMBL956761,Cmax,630.0,nM,CHEMBL1153965
TELBIVUDINE,CHEMBL374731,CHEMBL372,Homo sapiens,2722882,CHEMBL1055957,Cmax,13210.58,nM,CHEMBL1153546
TELBIVUDINE,CHEMBL374731,CHEMBL372,Homo sapiens,2722883,CHEMBL1055958,Cmax,11559.26,nM,CHEMBL1153546
TELBIVUDINE,CHEMBL374731,CHEMBL372,Homo sapiens,2722884,CHEMBL1055959,Cmax,6605.29,nM,CHEMBL1153546
TELBIVUDINE,CHEMBL374731,CHEMBL372,Homo sapiens,2722885,CHEMBL1058376,Cmax,4953.97,nM,CHEMBL1153546
TELBIVUDINE,CHEMBL374731,CHEMBL372,Homo sapiens,2722886,CHEMBL1058377,Cmax,8669.45,nM,CHEMBL1153546
TELBIVUDINE,CHEMBL374731,CHEMBL372,Homo sapiens,2722936,CHEMBL1061000,Cmax,14036.25,nM,CHEMBL1153546
TELBIVUDINE,CHEMBL374731,CHEMBL372,Homo sapiens,3497053,CHEMBL1259437,Cmax,13200.0,nM,CHEMBL1255476
TELITHROMYCIN,CHEMBL1136,CHEMBL375,Mus musculus,2123366,CHEMBL937090,Cmax,6773.23,nM,CHEMBL1143832
TELITHROMYCIN,CHEMBL1136,CHEMBL372,Homo sapiens,2711850,CHEMBL1051728,Cmax,2339.84,nM,CHEMBL1152993
TELITHROMYCIN,CHEMBL1136,CHEMBL376,Rattus norvegicus,3495342,CHEMBL1262261,Cmax,6194.43,nM,CHEMBL1255251
TELITHROMYCIN,CHEMBL1136,CHEMBL372,Homo sapiens,5161039,CHEMBL1655707,Cmax,985.2,nM,CHEMBL1649161
TELITHROMYCIN,CHEMBL1136,CHEMBL372,Homo sapiens,17805462,CHEMBL3889337,Cmax,2339.84,nM,CHEMBL3832548
TELITHROMYCIN,CHEMBL1136,CHEMBL372,Homo sapiens,17805468,CHEMBL3889338,Cmax,2795.5,nM,CHEMBL3832548
TELITHROMYCIN,CHEMBL1136,CHEMBL372,Homo sapiens,18052172,CHEMBL4011675,Cmax,2770.0,nM,CHEMBL4011582
TELITHROMYCIN,CHEMBL1136,CHEMBL376,Rattus norvegicus,18191044,CHEMBL4041654,Cmax,2278.27,nM,CHEMBL4041467
TELITHROMYCIN,CHEMBL1136,CHEMBL376,Rattus norvegicus,18191070,CHEMBL4041667,Cmax,418.71,nM,CHEMBL4041467
TELITHROMYCIN,CHEMBL1136,CHEMBL612558,ADMET,19017351,CHEMBL4346903,Cmax,251.23,nM,CHEMBL4346654
TELITHROMYCIN,CHEMBL1136,CHEMBL612558,ADMET,19025446,CHEMBL4348363,Cmax,251.23,nM,CHEMBL4346684
TELMISARTAN,CHEMBL1017,CHEMBL372,Homo sapiens,15444538,CHEMBL3539691,Cmax,849.93,nM,CHEMBL3526037
TELMISARTAN,CHEMBL1017,CHEMBL372,Homo sapiens,15444543,CHEMBL3539696,Cmax,967.49,nM,CHEMBL3526037
TELMISARTAN,CHEMBL1017,CHEMBL372,Homo sapiens,15444548,CHEMBL3539701,Cmax,959.52,nM,CHEMBL3526037
TELMISARTAN,CHEMBL1017,CHEMBL372,Homo sapiens,15444553,CHEMBL3540004,Cmax,866.06,nM,CHEMBL3526037
TELMISARTAN,CHEMBL1017,CHEMBL372,Homo sapiens,15444558,CHEMBL3540009,Cmax,991.97,nM,CHEMBL3526037
TELMISARTAN,CHEMBL1017,CHEMBL372,Homo sapiens,15469803,CHEMBL3531095,Cmax,548.16,nM,CHEMBL3526037
TELMISARTAN,CHEMBL1017,CHEMBL372,Homo sapiens,15469804,CHEMBL3531096,Cmax,1147.43,nM,CHEMBL3526037
TELMISARTAN,CHEMBL1017,CHEMBL372,Homo sapiens,18052152,CHEMBL4011675,Cmax,851.0,nM,CHEMBL4011582
TEMOCILLIN,CHEMBL1276310,CHEMBL613426,Serum,5144997,CHEMBL1665435,Cmax,386044.49,nM,CHEMBL1649453
TENOFOVIR,CHEMBL483,CHEMBL376,Rattus norvegicus,2610066,CHEMBL1017827,Cmax,172.52,nM,CHEMBL1152819
TENOFOVIR,CHEMBL483,CHEMBL376,Rattus norvegicus,2610067,CHEMBL1017830,Cmax,192.71,nM,CHEMBL1152819
TENOFOVIR,CHEMBL483,CHEMBL376,Rattus norvegicus,2610068,CHEMBL1012470,Cmax,379.85,nM,CHEMBL1152819
TENOFOVIR,CHEMBL483,CHEMBL376,Rattus norvegicus,2610069,CHEMBL1012471,Cmax,519.46,nM,CHEMBL1152819
TENOFOVIR,CHEMBL483,CHEMBL376,Rattus norvegicus,2610070,CHEMBL1012472,Cmax,631.57,nM,CHEMBL1152819
TENOFOVIR,CHEMBL483,CHEMBL376,Rattus norvegicus,2610071,CHEMBL1012473,Cmax,1121.09,nM,CHEMBL1152819
TENOFOVIR,CHEMBL483,CHEMBL613107,PBMC,5116792,CHEMBL1639278,Cmax,1000.0,nM,CHEMBL1629690
TENOFOVIR,CHEMBL483,CHEMBL612558,ADMET,19236871,CHEMBL4398867,Cmax,720.7,nM,CHEMBL4396904
TEPOTINIB,CHEMBL3402762,CHEMBL375,Mus musculus,15165512,CHEMBL3404465,Cmax,126.27,nM,CHEMBL3399942
TEPOTINIB,CHEMBL3402762,CHEMBL376,Rattus norvegicus,15165517,CHEMBL3404470,Cmax,133.99,nM,CHEMBL3399942
TEPOTINIB,CHEMBL3402762,CHEMBL613847,Cynomolgus monkey,15165522,CHEMBL3404475,Cmax,112.67,nM,CHEMBL3399942
TEPOTINIB,CHEMBL3402762,CHEMBL373,Canis familiaris,15165527,CHEMBL3404480,Cmax,45.47,nM,CHEMBL3399942
TERBINAFINE,CHEMBL822,CHEMBL612558,ADMET,5216243,CHEMBL1676520,Cmax,205.87,nM,CHEMBL1671757
TESTOSTERONE,CHEMBL386630,CHEMBL372,Homo sapiens,17805980,CHEMBL3889396,Cmax,18.65,nM,CHEMBL3832021
TESTOSTERONE,CHEMBL386630,CHEMBL372,Homo sapiens,17805984,CHEMBL3889396,Cmax,31.1,nM,CHEMBL3832021
METHIMAZOLE,CHEMBL1515,CHEMBL375,Mus musculus,15452234,CHEMBL3531350,Cmax,672681.09,nM,CHEMBL3525940
